Primary address,Secondary address,lat_grid,lon_grid
5300 grover ave,5300 grover ave,30.323,-97.734
820 e rundberg ln,n lamar blvd,30.364,-97.698
1500 w 35th st,crawford ave,30.307,-97.75
5400 w parmer ln,decove dr,30.436,-97.733
7620 n lamar southbound blvd,n lamar morrow st,30.344,-97.715
8800 n i35 sb svc rd,800 middle ln,30.35,-97.693
700 e anderson eb ln,n sb ramp,30.34,-97.702
11700 angus rd,thunder creek rd,30.416,-97.743
1200 san jacinto st,200 e thirteenth st,30.274,-97.738
11300 burnet rd,esparanza crossing,30.398,-97.719
200 e 7th st,san jacinto st,30.268,-97.739
7100 e ben white eb blvd,riverside dr,30.216,-97.699
1800 s 1st st,w mary st,30.247,-97.756
not reported rd,el salido pkwy,30.458,-97.823
9100 reasearch blvd sb blvd,8700 burnet rd,30.377,-97.734
4200 freidrich ln,e st elmo rd,30.212,-97.748
ridgeway dr,sol wilson ave,30.275,-97.704
3700 s cap of tx nb hwy,s mopac nb expy,30.25,-97.806
5800 e riverside dr,grove blvd,30.228,-97.709
4100 s ih 35 sb svrd hwy,1200 e ben white wb svrd blvd,30.217,-97.752
1200 barbara jordan blvd,1200 barbara jordan,30.308,-97.709
100 bastrop sb hwy,montopolis dr,30.244,-97.69
7500 s mopac n b expy,w william cannon dr,30.215,-97.853
1504 e 51st st,mueller blvd,30.306,-97.703
8900 s mopac sb expy,davis ln,30.217,-97.848
2400 s 1st st,500 e oltorf st,30.241,-97.76
2000 san antonio st,w 21st st,30.283,-97.743
4100 s nb,ben white blvd,30.217,-97.75
7500 cameron rd,mckie dr,30.33,-97.689
1904 willow creek dr,e oltorf st,30.233,-97.729
6706 burnet ln ln,6706 burnet ln ln,30.343,-97.737
10400 sb,great hills trl,30.394,-97.746
400 n lamar blvd,w 5th st,30.27,-97.755
3805 stevenson ave,scenic dr,30.301,-97.781
3200 n n ih35 nb,e 32nd st st,30.288,-97.724
9400 capt of tx hwy,n research sb srvc,30.389,-97.745
9000 cullen ln,w slaughter ln,30.167,-97.791
e 6th st st,waller st,30.264,-97.73
14200 not reported expy,1500 korman dr,30.433,-97.67
1020 w 6th st,500 n lamar blvd,30.272,-97.754
300 e fawnridge dr,9000 east dr,30.358,-97.694
20 s ih 35 sb svrd,1300 e riverside dr,30.248,-97.736
2900 n lamar blvd,san gabriel,30.294,-97.747
500 w howard ln,13706 mccallen pass,30.419,-97.661
6900 e riverside dr,frontier valley,30.223,-97.698
7500 s sb,e slaughter ln,30.18,-97.778
400 w william cannon dr,s first st,30.196,-97.786
2400 rockridge dr,2409 rockridge dr,30.183,-97.758
4600 w parmer ln,4600 w parmer ln,30.385,-97.645
10700 n mopac nb svrd expy,w braver ln,30.397,-97.731
300 pedernales st,2400 santa maria st,30.257,-97.716
tumbleweed,purple sage dr,30.311,-97.654
821 e braker ln,n nb svrd,30.377,-97.676
6918 carwill dr,private drive carwill dr dr,30.301,-97.644
9700 anderson mill rd,svrd,30.448,-97.793
13200 n ih 35 nb,1000 center ridge dr,30.419,-97.672
2100 maple ave,chestnut ave,30.283,-97.717
7500 n nb,st johns overpass ave,30.336,-97.702
12600 not reported fwy,100 e e parmer ln,30.408,-97.675
13120 lofton cliff dr dr,vizquel loop loop,30.174,-97.614
5200 e 7th st,700 shady,30.255,-97.7
10200 s svrd nb,slaughter creek overpass,30.167,-97.785
1912 e william cannon dr,6600 elm creek dr,30.187,-97.761
10100 n sb,diamondback,30.365,-97.683
1000 w parmer ln,12500 n lamar blvd,30.408,-97.677
8400 springdale rd,e svrd wb,30.329,-97.655
10800 n u s hwy 183 expy,10800 w braker ln,30.4,-97.746
1800 airport blvd,e martin luther blvd,30.282,-97.704
4400 n north bound exit ramp to airport blv,airport blvd,30.3,-97.713
5000 n sb,51st st,30.31,-97.71
3000 e mlk jr blvd,harvey,30.282,-97.706
1900 s nb first st,w mary st,30.246,-97.757
13900 n svrd sb hwy,not reported rd,30.469,-97.797
400 e e ben white blvd eb svrd hwy,s congress ave,30.222,-97.763
2907 aftonshire way,westgate blvd,30.181,-97.838
3500 n sb,e dean keaton st,30.288,-97.724
2700 s lamar blvd,2800 manchaca,30.245,-97.78
10000 wolftrap dr,2900 w slaughter ln,30.187,-97.855
9900 e us 290 w b hwy,11000 decker ln,30.335,-97.607
4000 graystone dr,4000 edgerock dr,30.363,-97.762
600 west braker ln,tedford st,30.381,-97.685
loyola ln,lehigh dr,30.317,-97.676
3100 guadalupe st,31st st,30.298,-97.741
10000 s nb proper,national park blvd,30.154,-97.791
3200 n lamar blvd,n lamar blvd,30.301,-97.745
10000 childress dr,10100 bluff bend dr,30.364,-97.679
8400 n capital of texas nb,spicewood springs rd,30.385,-97.766
10100 s mopac sb expy,5300 la crosse ave,30.39,-97.735
220 e anderson eb ln,n not reported,30.341,-97.703
7000 not reported,foremost dr,30.179,-97.778
4400 lendall ln,7200 deep ln,30.177,-97.76
windsor rd,n mopac svrd,30.292,-97.76
w parmer ln,n svrd nb,30.408,-97.675
8600 s 1st st,600 hyde park,30.177,-97.798
9000 lakeline mall dr,north lake creek pkwy,30.475,-97.794
hancock dr,woodview ave,30.325,-97.744
7308 mcneil dr,12400 san felipe,30.435,-97.767
3400 red bud trl,n lamar blvd,30.292,-97.788
n mopac sb surd expy,n capital of texas hwy,30.249,-97.807
650 w anderson eb ln,guadalupe st,30.346,-97.71
10500 not reported fwy,not reported,30.14,-97.796
13500 immanuel rd,2200 investment dr,30.402,-97.631
1600 s nb,1600 woodland ave,30.242,-97.736
9700 mountain quail rd,1500 thornridge rd,30.373,-97.708
801 w 6th st,600 west ave,30.27,-97.751
5400 north sb,4500 airport blvd,30.323,-97.738
3400 northland dr,n mopac expy,30.335,-97.748
2100 barton rd,barton springs rd,30.266,-97.767
3900 s lamar blvd,2300 panther trl,30.239,-97.789
1500 frontier valley dr,e riverside dr,30.225,-97.696
13514 lazyridge dr,1800 e howard ln,30.402,-97.635
4200 n mopac nb expy,w 45th st,30.32,-97.756
780 e braker ln,n svrd nb,30.377,-97.676
2600 w 10th st,900 exposition blvd,30.285,-97.775
south congress ave,e oltorf st,30.239,-97.754
200 w cesar chavez st,colorado st,30.264,-97.745
40 not reported hwy,lambie st,30.256,-97.737
6400 n n ih 35 sb svrd hwy,6400 e us 290 eb hwy,30.215,-97.751
6400 n sb,huntland,30.327,-97.706
3600 not reported expy,westover,30.308,-97.758
1100 not reported hwy,e riverside dr,30.248,-97.735
3300 adelphi ln,gable dr,30.42,-97.712
8600 not reported rd,fm 2222 west curbline,30.403,-97.854
1000 w 38th st,medical pkwy,30.306,-97.745
8910 research sb svrd,ohlen rd,30.368,-97.719
14800 n nb,wells branch pkwy,30.44,-97.669
9200 n n us hwy 183 sb svrd,shoal creek blvd,30.378,-97.736
metric blvd,brakker ln,30.392,-97.708
1500 e anderson westbound service road ln,7900 cameron rd,30.332,-97.686
1200 e 12th st,1190 san bernard,30.273,-97.726
6200 mcneil dr,mcneil dr,30.443,-97.744
e 12th st,cometa st,30.279,-97.69
1800 chestnut ave,2300 e 18th st,30.279,-97.717
6800 cameron rd,svrd wb,30.323,-97.694
cameron rd,st johns ave,30.326,-97.692
8700 research sb blvd,1700 ohlen rd,30.364,-97.718
1900 w 6th st,2200 lake austin blvd,30.276,-97.765
9900 s sb,e slaughter ln,30.161,-97.789
6400 not reported,e william cannon dr,30.189,-97.772
5350 burnet rd,northloop,30.329,-97.74
e cesar chavez st,colorado st,30.264,-97.746
500 n not reported,800 e 6th st,30.264,-97.735
900 w ben white wb,s 1st st,30.227,-97.77
1800 w rundberg ln,9300 northgate blvd,30.372,-97.715
7600 northcross dr,7600 northcross dr,30.352,-97.733
5900 not reported,clayton ln,30.319,-97.707
9950 e wb hwy,10000 not reported,30.338,-97.599
8400 n burnet rd,ohlen rd,30.364,-97.729
6900 w us 290 eb hwy,6900 w sh 71 hwy,30.233,-97.875
1700 teri rd,friedrich ln,30.205,-97.756
1000 e 32nd st,n sb svrd,30.289,-97.721
6300 us 290 eb svrd hwy,cameron rd,30.321,-97.696
100 s us hwy 183 nib hwy,levander loop loop,30.244,-97.69
11400 four points dr,n not reported rd,30.407,-97.852
13100 s sb,not reported rd,30.115,-97.806
14000 n ih 35 sb svrd hwy,1600 wells branch pkwy,30.44,-97.669
6900 brodie ln,allegro lugar,30.217,-97.828
9700 research sr svrd blvd,9500 n capital of texas hwy,30.39,-97.746
7300 n nb,800 blackson,30.334,-97.703
4000 w braker ln,stonelake blvd,30.4,-97.741
2000 woodward st,e eb svrd,30.218,-97.744
6000 not reported,not reported,30.286,-97.665
metropolis dr,burleson rd,30.202,-97.71
4900 e st elmo st,4200 afton ln,30.204,-97.734
2600 s not reported,royal hill dr,30.227,-97.745
300 far west blvd,7000 wood hollow dr,30.353,-97.753
8600 davis oaks trl,8500 dittmar oaks dr,30.183,-97.814
6200 blk caddie,1600 blk montopolis dr dr,30.346,-97.623
9400 research nb blvd,mopac on ramp sb,30.384,-97.743
12800 not reported hwy,lamar blvd,30.422,-97.672
10400 w parmer ln,avery ranch blvd,30.497,-97.775
900 w mary st,bouldin ave,30.248,-97.761
1200 n nb,900 e 12th st,30.271,-97.733
10400 escarpment blvd,6100 dedham ln,30.194,-97.886
1200 barbar jordan blvd,lancaster blvd,30.306,-97.708
7000 south mopac,w william cannon dr,30.217,-97.839
w slaughter ln,cullen rd,30.167,-97.791
4400 presidential blvd,2400 curb apex,30.203,-97.667
9900 e wb,decker ln,30.335,-97.605
900 e howard ln,13600 n ih 35 hwy,30.425,-97.673
6820 w wb hwy,old bee caves rd,30.234,-97.871
1135 airport blvd blvd,gunter st st,30.27,-97.697
501 15th st,san antonio,30.278,-97.744
2300 e 12th st,singleton ave,30.275,-97.714
900 n i 35 nb svrd,e riverside dr,30.25,-97.735
300 canyon ridge dr,121510 n mccallen pass,30.402,-97.67
12400 n sb,1000 w parmer ln,30.404,-97.675
4200 not reported hwy,e st elmo rd,30.213,-97.753
1100 lost creek blvd,not reported,30.283,-97.825
6000 manchaca rd,6100 independence dr,30.212,-97.802
5000 n mopac nb expy,northland dr,30.337,-97.755
15000 n n mopae sb expy,w enfield rd,30.286,-97.764
6100 fm 969 rd,4900 ed bluestein blvd,30.286,-97.664
300 e ben white eb svrd blvd,s not reported,30.22,-97.759
3525 spicewood springs rd,n mopac expy,30.361,-97.745
1100 n mopac sb expy,enfield rd,30.283,-97.766
georgian dr,home pl,30.356,-97.696
1300 e rundberg ln,9400 teasdale,30.353,-97.68
1000 rutland dr,9400 parkfield dr,30.368,-97.703
1300 kinney ave,1600 ashby ave,30.254,-97.767
800 e william cannon dr,6400 north bluff dr,30.191,-97.772
w oltorf st,euclid ave,30.24,-97.756
w fawn ridge dr,9100 georgian dr,30.358,-97.695
8300 tuscany way,not reported,30.33,-97.66
8800 tallwood dr,azalea trl,30.378,-97.742
2200 w parmer wb ln,12500 silver spur,30.417,-97.699
7200 w not reported,scenic brook,30.234,-97.875
9700 research nb blvd,n n capt of tx hwy hwy,30.39,-97.745
300 e rundberg ln,north creek,30.36,-97.693
1400 not reported,7800 cameron rd,30.333,-97.686
5400 manchaca rd,indverness blvd,30.212,-97.803
1300 airport blvd blvd,3100 e 13th st,30.278,-97.701
2900 e parmer ln,samsung plant rd,30.376,-97.632
67 chalmers ave,1700 garden st,30.255,-97.728
600 e ohort st,2500 east side dr,30.237,-97.749
20 n ih 35 sb hwy,1100 e riverside dr,30.254,-97.737
7300 forest wood rd,1300 matthews ln,30.195,-97.801
7908 burnet rd,w anderson ln,30.356,-97.731
1100 e st johns ave,blessing ave,30.329,-97.695
800 airport nb blvd,bolm rd,30.255,-97.693
3400 duval,12000 amhurst,30.408,-97.716
2500 n ih 35 sb svrd,900 e dean keaton st,30.287,-97.725
3400 w parmer ln,12500 n mopac expy,30.423,-97.709
800 e braker ln,11300 n nb svc rd,30.377,-97.676
4900 bayside dr,4600 cedar grove dr,30.199,-97.742
6600 mcneil dr,blackfoot trl,30.439,-97.755
4300 n capital of texas hwy,6300 cedar st,30.342,-97.802
4200 s congress ave,industrial blvd,30.219,-97.766
1900 nb,woodland ave,30.24,-97.738
8600 n lamar blvd,payton gin,30.355,-97.704
1400 barton springs rd,jesse st,30.261,-97.76
2400 e eb svrd,cr 2400,30.213,-97.659
1800 e stassney ln,s nb svrd,30.199,-97.764
2200 gracy farms ln,11800 metric blvd,30.399,-97.705
70 n nb,e cesar chavez,30.258,-97.737
6100 city park rd,fm2222 rd,30.364,-97.801
1300 lavaca st,200 w 13th st,30.276,-97.743
2100 allandale rd,2200 white rock dr,30.335,-97.74
research svrd nb blvd,burnet rd,30.373,-97.726
12700 s nb proper,not reported rd,30.113,-97.807
6000 s nb,stassney overpass,30.201,-97.762
1700 s sb,e oltorf st,30.24,-97.737
10300 rm rd 2222,6600 sitio del rio blvd,30.392,-97.84
4400 not reported blvd,8960 jollyville rd,30.382,-97.741
8800 beckett dr,5500 davis ln,30.208,-97.869
9601 not reported,100 e slaughter ln ln,30.169,-97.785
1200 barbara jordan blvd,n nb svrd,30.307,-97.71
11500 metric blvd blvd,w w braker ln ln,30.394,-97.707
13300 n svrd sb,e parmer ln,30.415,-97.673
5700 e fm 734 ln,12300 harris branch pkwy,30.369,-97.614
san jacinto st,e 4th st,30.266,-97.741
10600 n ih 35 nb,800 e braker ln,30.374,-97.678
400 e braker ln,hornsby st,30.378,-97.679
11000 research nb blvd,braker ln,30.408,-97.746
3400 s sb,e ben white blvd,30.218,-97.75
9600 great hills trl,5000 rain creek pkwy,30.395,-97.754
600 w st elmo rd,4400 s first st,30.215,-97.761
7600 e metro center dr,7800 e riverside dr,30.217,-97.69
1100 sw parmer ln,12400 n lamar blvd,30.408,-97.678
5300 e riverside dr,faro dr,30.229,-97.713
400 n congress,4th st,30.266,-97.744
4700 nickols crossing rd,5100 maufrias ln,30.199,-97.735
900 w rundberg ln,n lamar blvd,30.365,-97.701
8023 meza dr,spicewood springs rd,30.371,-97.758
e 11th st,n sb surd,30.27,-97.733
2800 north lamar blvd,2705 san gabriel st,30.294,-97.747
mesa tx,sierra dr,30.355,-97.77
7500 bluff springs rd,2100 quicksilver rd,30.178,-97.77
e anderson eb svrd ln,n nb svrd,30.339,-97.701
windsor exit from sb mopac,mopac sb,30.292,-97.76
11000 watchful fox dr,hidatas cv,30.151,-97.817
1800 s first st,600 w annie st,30.247,-97.756
4500 burleson rd,e ben white eb svrd blvd,30.214,-97.734
14200 n nb proper,not reported,30.425,-97.672
9000 n svrd nb,rundberg ln,30.355,-97.69
1615 guadalupe st,1615 guadalupe st,30.279,-97.743
100 n sb,e cesar chavez st,30.275,-97.731
2700 w anderson ln,northcross dr,30.359,-97.735
7700 w sh 71 wb,6800 hill meadow dr,30.242,-97.882
10100 s nb,slaughter ln,30.168,-97.786
4009 not reported hwy,not reported,30.217,-97.751
2193 s lakeshore blvd,lady bird ln,30.244,-97.723
10000 n capitol of tx hwy,n mopac expy,30.39,-97.735
13300 metric blvd,lynnville trl,30.424,-97.681
9400 burnet rd,waterford center blvd,30.378,-97.725
5800 south bound,loyola ln,30.301,-97.661
5800 manchaca rd,inverness st,30.218,-97.796
100 shady ln,5000 e cesar chavez,30.25,-97.699
3100 s 1st st,500 powell cir,30.235,-97.764
1500 w wells branch pkwy,14800 n interregional hwy,30.441,-97.668
1100 travis heights blvd,900 e riverside dr,30.25,-97.739
1700 e 5th st,comal st,30.262,-97.725
3900 not reported,mesa dr,30.341,-97.77
1100 corbin ln,1200 barton skwy,30.237,-97.771
5500 n lamar blvd,800 stark south curbline,30.323,-97.728
2000 e ben white wb blvd,2000 woodward st,30.216,-97.744
8900 s mopac expy,5700 w slaughter ln,30.201,-97.866
6900 s first st,600 thelma dr,30.195,-97.789
n nb svrd,n not reported rd,30.468,-97.797
1100 w 6th north alley st,1124 w 6th st,30.272,-97.755
40000 bralcen pac nbsvrd,mopac nb svrd,30.396,-97.733
5200 burnet rd,2000 w north loop blvd,30.325,-97.74
700 w 30th st,washington square,30.298,-97.744
not reported,700 ne martin luther king jr blvd,30.277,-97.731
800 e 12th st st,1200 n ih 35 nb rd,30.272,-97.733
8500 n mopac nb expy,3400 steck ave,30.372,-97.741
603 w 29th st,2900 guadalupe st,30.295,-97.743
1800 spyglass dr,s mopac expwy nb svrd,30.262,-97.792
800 e stassney ln,s svrd sb,30.198,-97.764
10205 n lamar blvd,10205 n lamar blvd,30.372,-97.693
5630 cameron rd,larkwood dr,30.315,-97.704
1800 airport blvd,3000 e martin luther king jr blvd,30.279,-97.702
4200 n ih 35,4400 airport blvd,30.215,-97.754
2000 guadalupe st,martin luther king st,30.282,-97.742
2900 s lamar blvd,2800 not reported,30.244,-97.783
11700 bittern hallow,gracy farms ln,30.396,-97.696
2700 e 3rd st,san saba cir,30.255,-97.713
6900 w sb,7200 w wb,30.234,-97.875
south congress ave,pickle rd,30.227,-97.762
5500 n svrd nb,riverside dr,30.25,-97.736
9600 anderson mill rd,research blvd,30.448,-97.795
3600 lake austin blvd,3500 red bud trl,30.292,-97.783
4511 airport blvd,1000 e 45th st,30.304,-97.716
9700 andersonmill rd,n wf sb,30.448,-97.793
e rundberg ln,n sb svrd,30.358,-97.688
5900 w slaughter ln,escarpment blvd,30.201,-97.881
2300 s mopac svrd,s capital of tx hwy,30.253,-97.804
13300 n n mopac expy,scofield ridge pkwy,30.433,-97.701
2400 w ben white svrd wb blvd,4200 s lamar svrd blvd,30.233,-97.794
4600 manchaca rd,manchaca rd,30.226,-97.791
7100 s ih 35 3b,w william cannon dr,30.184,-97.775
4100 n ih 35 sb expy,e 40th st,30.292,-97.721
300 e 7th st,trinity st,30.268,-97.738
200 w rundberg ln,slayton dr,30.361,-97.694
4500 s s ih35 nb,directors blvd,30.215,-97.752
600 w martin luther king jr blvd,nueces st,30.282,-97.744
4600 w martin luther king blvd,1800 springdale rd,30.286,-97.683
600 w 11th st,1100 rio grande,30.275,-97.748
11800 n research nb blvd,5500 duval rd,30.422,-97.748
4700 n cap texas sb hwy,plaza on the lake,30.346,-97.8
2100 melridge pl,burford pl,30.258,-97.772
12300 n mopac nb svrd blvd,2800 w w parmer ln,30.42,-97.703
12800 n lamar blvd,w parmer ln,30.411,-97.678
6100 ada ct,dixie dr,30.165,-97.745
300 denson dr,6200 guadalupe st,30.329,-97.72
4018 n lamar blvd,1000 w 41st st,30.309,-97.741
1900 s nb,woodland,30.239,-97.738
300 w ben white svrd eb,4100 s congress,30.225,-97.766
10761 n lamar blvd,750 provines dr,30.377,-97.689
peppertree pkwy,e stassney ln,30.194,-97.752
1500 s 1st st,elizabeth st,30.25,-97.755
2203 w 35th st,3500 jackson ave,30.309,-97.76
10900 middle fiskville rd,braker ln,30.373,-97.679
8200 burleson rd,4800 s us 183 hwy,30.183,-97.688
300 w martin luther king blvd,1900 whitis ave,30.281,-97.741
1500 s sb,e oltorf dr,30.24,-97.737
5300 n nb,e 51st overpass st,30.313,-97.709
1000 guadalupe st,10th st,30.273,-97.745
1900 s sb,oltorf ovepass,30.243,-97.736
4500 n ih 35 nb svrd hwy,1800 e benwhite blvd,30.213,-97.753
9200 n lamar blvd,rundberg ln,30.362,-97.698
1100 n nb,e 11th st,30.271,-97.733
464 e ben white wb,s congress ave,30.221,-97.761
3900 southwest pkwy pkwy,3900 e southwest pkwy pkwy,30.245,-97.843
12900 n mopac nb proper,century park blvd,30.437,-97.699
4500 small dr,5800 lookout mountain dr,30.342,-97.779
8100 cross park dr,8000 e us 290 wb hwy,30.328,-97.666
200 s guadalupe st,200 s guadalupe st,30.265,-97.748
7101 northeast dr,2300 vanderbilt cir,30.321,-97.679
e st johns ave,bennett ave,30.331,-97.7
12300 n nb proper,w yager ln,30.401,-97.674
6723 beauford dr,6723 beauford dr,30.376,-97.793
300 w 38th st,3800 avenue b,30.301,-97.735
e martin luther king jr blvd,1900 red river st,30.279,-97.732
3300 n capital of texas sb hwy,westlake dr,30.33,-97.81
spicewood club dr,spicewood pkwy,30.431,-97.806
9300 s ih 35 sb svrd hwy,turk ln ln,30.16,-97.79
13145 burnet rd,3100 scofield ridge,30.431,-97.701
12700 research sb blvd,spicewood springs rd,30.432,-97.767
1600 e 12th st,leona st,30.273,-97.723
1900 w william cannon dr,westgate blvd,30.202,-97.804
3000 s 1st st,peacock ln,30.234,-97.764
9200 s not reported,slaughter ln,30.17,-97.784
s e frontage rd,north frontage rd,30.112,-97.807
8807 n lamar blvd,deen ave,30.357,-97.701
8000 s sb,e slaughter ln,30.164,-97.788
1600 s sb,e oltorf st,30.232,-97.742
508 brazos st,600 e 6th st,30.267,-97.742
3400 far west blvd,wood hollow dr,30.353,-97.752
5200 decker ln,8100 fm 969,30.277,-97.637
12700 n lamar blvd,w parmer ln,30.415,-97.677
3300 n mopac sb expy,3500 n mopac expy,30.25,-97.807
11400 n mopac nb expy,2900 duval rd,30.408,-97.719
4600 n sb hwy,1000 e 51st st,30.306,-97.713
600 s mopac nb,e 5th st,30.278,-97.768
6500 burleson rd,3700 dime cir,30.203,-97.712
stassney ln,burleson rd,30.206,-97.717
1000 bastrop hwy,jet ln,30.229,-97.683
10403 golden meadow dr,1800 mearns meadow blvd,30.382,-97.71
800 loop 343 slamar blvd,barton springs rd,30.255,-97.762
2600 steck ave,8100 parkdale dr,30.363,-97.732
3300 powell cir,500 lightsey rd,30.231,-97.764
fair oaks dr,kings hwy,30.218,-97.792
1304 w riverside dr,s lamar blvd,30.264,-97.757
1300 w slaughter ln,9600 swansons ranch rd,30.174,-97.816
4100 s congress ave,w ben white svrd eb blvd,30.222,-97.764
12500 riata vista cir,5700 diehl trl,30.433,-97.739
7100 n mopac expy sb expy,spicewood springs rd,30.358,-97.746
1520 rutland dr,9500 mountain quail,30.371,-97.709
4000 s ih 35 nb svrd,1000 e 1000 bk e 71 eb svrd hwy,30.217,-97.75
w 6th st,400 n mopac expy,30.405,-97.726
6000 w hudson st,ed bluestein blvd,30.269,-97.67
n lamar blvd,koenig ln,30.326,-97.726
5300 harvest ln,ramble,30.21,-97.777
11600 research blvd,5300 thunder creek rd,30.417,-97.746
4100 s congress ave,congressben white,30.222,-97.764
10000 n ih 35 sb svrd,700 w rundberg ln,30.361,-97.687
4700 not reported rd,5700 west slope dr,30.343,-97.784
11800 n research nb blvd,oak knoll,30.422,-97.748
13300 n us hwy 183 nb svrd,9500 anderson mill rd,30.446,-97.788
4500 red river st,900 e 45th st,30.305,-97.72
w koonig ln,burnet rd,30.335,-97.74
2100 e 3rd st,nw corner robert t martinez,30.258,-97.721
12100 n sb,e braker ln,30.387,-97.673
5900 loyola ln,6720 crystalbrook dr,30.303,-97.654
great hills trl,arboretum,30.394,-97.75
7200 rgp river,800 e 32nd st,30.291,-97.727
7200 n nb,e st johns st,30.333,-97.704
6700 e ben white eb svrd blvd,montopolis dr,30.213,-97.706
2800 w parmer eb ln,12500 n mopac svrd sb,30.419,-97.702
3500 n sb upper deck,concordia ave,30.293,-97.721
esplanade st,scofield ln,30.42,-97.691
6000 not reported hwy,e stassney ln,30.198,-97.765
200 w cesar chavez,lavaca st,30.264,-97.747
5000 n mopac nb expy,hancock dr,30.33,-97.756
7500 s congress,w dittmar,30.183,-97.782
235 canyan ridge dr,12500 mccallen pass,30.402,-97.67
2300 cedar bend dr,12200 ren fert,30.413,-97.704
manchaca rd,w william cannon rd,30.204,-97.807
10200 burnet rd,mchale ct,30.385,-97.724
3900 s mopac nb expy,s capital of texas hwy,30.244,-97.809
1900 e anderson ln,e not reported hwy,30.326,-97.674
2105 westover rd,2800 n mopac svrd sb expy,30.301,-97.759
15000 not reported rd,wells branch pkwy,30.442,-97.666
800 e william cannon dr,s svrd sb,30.19,-97.771
e stassney ln,mira ln,30.201,-97.768
6500 w not reported,w william cannon dr,30.234,-97.864
4300 nuckols crossing,not reported,30.203,-97.733
9300 research svrd nb blvd,9500 n capital of texas hwy,30.384,-97.742
11900 pavilion blvd,11925 pavilion blvd,30.425,-97.754
600 e koenig ln,5700 airport blvd,30.324,-97.724
8227 n lamar blvd,powell ln,30.351,-97.709
6300 brodie ln,w william cannon dr,30.214,-97.83
1500 not reported,600 e e 15th st st,30.275,-97.731
3400 w slaughter ln,10000 brodie ln,30.183,-97.849
7500 n nb,not reported,30.338,-97.701
9800 s brodie ln,3400 w slaughter ln,30.182,-97.851
5300 burnet rd,5350 burnet rd,30.375,-97.726
13700 n us 183 sb svrd hwy,8200 woodland village dr,30.457,-97.793
7000 w us 290 eb hwy,6900 w sh 71 hwy,30.234,-97.874
3311 esperanza xing,domain dr,30.4,-97.727
2200 n sb,w 21st st,30.282,-97.728
3300 perry ln,shadow ln,30.329,-97.764
1800 n sb svrd,700 e martin luther king jr blvd,30.278,-97.73
4000 n ih 35 nb hwy,4400 airport blvd,30.297,-97.719
12900 ridgeline blvd,lakeline blvd,30.474,-97.811
13400 research svrd nb,13400 research svrd shopping plaza,30.445,-97.788
lakeline blvd,research sb svrd blvd,30.473,-97.799
3700 south mopac sb expy,south capitol texas nb hwy,30.229,-97.828
5000 s ih 35 nb svrd,1600 teri rd,30.205,-97.758
12100 research sb blvd,pavillion blvd,30.426,-97.753
100 adam l chapa sr st,e cesar chavez st,30.257,-97.724
12000 n svrd nb,800 river oaks dr,30.389,-97.672
6200 springdale rd rd,6407 springdale rd,30.305,-97.67
e 9th st,waller st,30.267,-97.73
8000 research nb blvd,n lamar blvd,30.351,-97.714
100 w howard ln,not reported,30.426,-97.675
800 e ben white wb svr blvd,payload pass,30.219,-97.756
301 w 29th st,whitis ave,30.294,-97.74
8100 n capital of texas nb hwy,spicewood springs,30.382,-97.774
5100 n sb,e 51st st,30.307,-97.712
2109 e riverside,tranin ford,30.24,-97.727
e wb,e riverside dr,30.218,-97.691
e oltorf st,s pleasant valley dr,30.228,-97.728
1223 e 51st st,n not reported,30.309,-97.71
w parmer ln,n svrd sb,30.408,-97.675
4900 burnet rd,w 49th st,30.319,-97.739
2800 s capitol of tx sb hwy,walsh tarlton ln,30.258,-97.812
5400 cameron rd,1100 broadmoor dr,30.311,-97.707
13300 thome valley dr,sea biscuit dr,30.173,-97.613
900 e dean keuton st,2600 red river st,30.288,-97.728
5300 southwest pkwy,mission oaks blvd,30.242,-97.837
2900 s ih 35 nb,1600 royal hill dr,30.226,-97.745
w 32nd st,guadalupe st,30.299,-97.741
2200 pershing dr,2200 greenwood ave,30.287,-97.7
1900 not reported hwy,1500 woodland ave,30.238,-97.739
6300 ed bluestein nb blvd,5500 loyola ln,30.302,-97.661
1600 e oltorf st,2300 s nb svrd,30.234,-97.741
5800 decker ln,8500 not reported,30.277,-97.637
6400 linda ln,6300 peggy st,30.316,-97.689
2700 san pedro st,w 28th st,30.293,-97.746
13100 research sb blvd,9600 balcones woods rd,30.408,-97.745
9000 research nb blvd,8900 mopac expy,30.372,-97.724
7300 manor rd,ed bluestein svrd nb blvd,30.315,-97.664
4300 n ih 35 hwy,4400 s airport blvd,30.301,-97.716
foster lngreat northern blvd,great northern blvd,30.36,-97.744
3400 w slaughter ln,9925 brodie ln,30.184,-97.85
4001 southwest pkwy,5000 s mopac expy,30.238,-97.824
boneta trl,tuscarora trl,30.441,-97.769
600 e rundberg ln,9400 n svrd sb,30.358,-97.689
13500 n wb,intersection rutledge spur,30.474,-97.78
12501 tech ridge blvd,12501 tech ridge blvd,30.398,-97.661
11600 research svrd nb blvd,duval rd,30.415,-97.747
2400 quicksilver blvd,7300 stonleigh pl,30.176,-97.764
5100 n ih 35 sb,600 e 51st,30.31,-97.71
000 western trails blvd,000 frontier trl,30.23,-97.795
ohlen rd,research blvd nb blvd,30.363,-97.718
800 e 41st st,red river st,30.3,-97.723
2900 s cap tx nb hwy,3000 s mopac sb svrd expy,30.252,-97.808
